"ID";"Woningkenmerken";"RegioS";"Perioden";"GemiddeldAardgasverbruik_1";"GemiddeldElektriciteitsverbruik_2";"Stadsverwarming_3"
"419";"T001100";"CR33  ";"2013JJ00";"";"";""
"420";"T001100";"CR33  ";"2014JJ00";"";"";""
"421";"T001100";"CR33  ";"2015JJ00";"";"";""
"422";"T001100";"CR33  ";"2016JJ00";"";"";""
"423";"T001100";"CR33  ";"2017JJ00";"";"";""
"424";"T001100";"CR34  ";"2010JJ00";"";"";""
"425";"T001100";"CR34  ";"2011JJ00";"";"";""
"426";"T001100";"CR34  ";"2012JJ00";"";"";""
"427";"T001100";"CR34  ";"2013JJ00";"";"";""
"428";"T001100";"CR34  ";"2014JJ00";"";"";""
"429";"T001100";"CR34  ";"2015JJ00";"";"";""
"430";"T001100";"CR34  ";"2016JJ00";"";"";""
"431";"T001100";"CR34  ";"2017JJ00";"";"";""
"432";"T001100";"CR35  ";"2010JJ00";"";"";""
"433";"T001100";"CR35  ";"2011JJ00";"";"";""
"434";"T001100";"CR35  ";"2012JJ00";"";"";""
"435";"T001100";"CR35  ";"2013JJ00";"";"";""
"436";"T001100";"CR35  ";"2014JJ00";"";"";""
"437";"T001100";"CR35  ";"2015JJ00";"";"";""
"438";"T001100";"CR35  ";"2016JJ00";"";"";""
"439";"T001100";"CR35  ";"2017JJ00";"";"";""
"440";"T001100";"CR36  ";"2010JJ00";"";"";""
"441";"T001100";"CR36  ";"2011JJ00";"";"";""
"442";"T001100";"CR36  ";"2012JJ00";"";"";""
"443";"T001100";"CR36  ";"2013JJ00";"";"";""
"444";"T001100";"CR36  ";"2014JJ00";"";"";""
"445";"T001100";"CR36  ";"2015JJ00";"";"";""
"446";"T001100";"CR36  ";"2016JJ00";"";"";""
"447";"T001100";"CR36  ";"2017JJ00";"";"";""
"448";"T001100";"CR37  ";"2010JJ00";"";"";""
"449";"T001100";"CR37  ";"2011JJ00";"";"";""
"450";"T001100";"CR37  ";"2012JJ00";"";"";""
"451";"T001100";"CR37  ";"2013JJ00";"";"";""
"452";"T001100";"CR37  ";"2014JJ00";"";"";""
"453";"T001100";"CR37  ";"2015JJ00";"";"";""
"454";"T001100";"CR37  ";"2016JJ00";"";"";""
"455";"T001100";"CR37  ";"2017JJ00";"";"";""
"456";"T001100";"CR38  ";"2010JJ00";"";"";""
"457";"T001100";"CR38  ";"2011JJ00";"";"";""
"458";"T001100";"CR38  ";"2012JJ00";"";"";""
"459";"T001100";"CR38  ";"2013JJ00";"";"";""
"460";"T001100";"CR38  ";"2014JJ00";"";"";""
"461";"T001100";"CR38  ";"2015JJ00";"";"";""
"462";"T001100";"CR38  ";"2016JJ00";"";"";""
"463";"T001100";"CR38  ";"2017JJ00";"";"";""
"464";"T001100";"CR39  ";"2010JJ00";"";"";""
"465";"T001100";"CR39  ";"2011JJ00";"";"";""
"466";"T001100";"CR39  ";"2012JJ00";"";"";""
"467";"T001100";"CR39  ";"2013JJ00";"";"";""
"468";"T001100";"CR39  ";"2014JJ00";"";"";""
"469";"T001100";"CR39  ";"2015JJ00";"";"";""
"470";"T001100";"CR39  ";"2016JJ00";"";"";""
"471";"T001100";"CR39  ";"2017JJ00";"";"";""
"472";"T001100";"CR40  ";"2010JJ00";"";"";""
"473";"T001100";"CR40  ";"2011JJ00";"";"";""
"474";"T001100";"CR40  ";"2012JJ00";"";"";""
"475";"T001100";"CR40  ";"2013JJ00";"";"";""
"476";"T001100";"CR40  ";"2014JJ00";"";"";""
"477";"T001100";"CR40  ";"2015JJ00";"";"";""
"478";"T001100";"CR40  ";"2016JJ00";"";"";""
"479";"T001100";"CR40  ";"2017JJ00";"";"";""
"480";"T001100";"CRZZ  ";"2010JJ00";"";"";""
"481";"T001100";"CRZZ  ";"2011JJ00";"";"";""
"482";"T001100";"CRZZ  ";"2012JJ00";"";"";""
"483";"T001100";"CRZZ  ";"2013JJ00";"";"";""
"484";"T001100";"CRZZ  ";"2014JJ00";"";"";""
"485";"T001100";"CRZZ  ";"2015JJ00";"";"";""
"486";"T001100";"CRZZ  ";"2016JJ00";"";"";""
"487";"T001100";"CRZZ  ";"2017JJ00";"";"";""
"488";"T001100";"CR98  ";"2010JJ00";"";"";""
"489";"T001100";"CR98  ";"2011JJ00";"";"";""
"490";"T001100";"CR98  ";"2012JJ00";"";"";""
"491";"T001100";"CR98  ";"2013JJ00";"";"";""
"492";"T001100";"CR98  ";"2014JJ00";"";"";""
"493";"T001100";"CR98  ";"2015JJ00";"";"";""
"494";"T001100";"CR98  ";"2016JJ00";"";"";""
"495";"T001100";"CR98  ";"2017JJ00";"";"";""
"496";"T001100";"CR99  ";"2010JJ00";"";"";""
"497";"T001100";"CR99  ";"2011JJ00";"";"";""
"498";"T001100";"CR99  ";"2012JJ00";"";"";""
"499";"T001100";"CR99  ";"2013JJ00";"";"";""
"500";"T001100";"CR99  ";"2014JJ00";"";"";""
"501";"T001100";"CR99  ";"2015JJ00";"";"";""
"502";"T001100";"CR99  ";"2016JJ00";"";"";""
"503";"T001100";"CR99  ";"2017JJ00";"";"";""
"504";"T001100";"GM1680";"2010JJ00";"    2700";"    3700";"       ."
"505";"T001100";"GM1680";"2011JJ00";"    2100";"    3700";"       ."
"506";"T001100";"GM1680";"2012JJ00";"    2300";"    3650";"       ."
"507";"T001100";"GM1680";"2013JJ00";"    2400";"    3600";"       ."
"508";"T001100";"GM1680";"2014JJ00";"    1800";"    3450";"       ."
"509";"T001100";"GM1680";"2015JJ00";"    1880";"    3350";"       ."
"510";"T001100";"GM1680";"2016JJ00";"    2010";"    3290";"       ."
"511";"T001100";"GM1680";"2017JJ00";"    1880";"    3220";"       ."
"512";"T001100";"GM0738";"2010JJ00";"    2450";"    4200";"       ."
"513";"T001100";"GM0738";"2011JJ00";"    1850";"    4100";"       ."
"514";"T001100";"GM0738";"2012JJ00";"    1950";"    3950";"       ."
"515";"T001100";"GM0738";"2013JJ00";"    2050";"    3900";"       ."
"516";"T001100";"GM0738";"2014JJ00";"    1550";"    3750";"       ."
"517";"T001100";"GM0738";"2015JJ00";"    1650";"    3730";"       ."
"518";"T001100";"GM0738";"2016JJ00";"    1730";"    3690";"       ."
"519";"T001100";"GM0738";"2017JJ00";"    1640";"    3620";"       ."
"520";"T001100";"GM0358";"2010JJ00";"    2000";"    3700";"       ."
"521";"T001100";"GM0358";"2011JJ00";"    1550";"    3750";"       ."
"522";"T001100";"GM0358";"2012JJ00";"    1650";"    3650";"       ."
"523";"T001100";"GM0358";"2013JJ00";"    1750";"    3550";"       ."
"524";"T001100";"GM0358";"2014JJ00";"    1350";"    3450";"       ."
"525";"T001100";"GM0358";"2015JJ00";"    1410";"    3380";"       ."
"526";"T001100";"GM0358";"2016JJ00";"    1470";"    3330";"       ."
"527";"T001100";"GM0358";"2017JJ00";"    1400";"    3230";"       ."
"528";"T001100";"GM0197";"2010JJ00";"    2150";"    3500";"       ."
"529";"T001100";"GM0197";"2011JJ00";"    1700";"    3550";"       ."
"530";"T001100";"GM0197";"2012JJ00";"    1750";"    3450";"       ."
"531";"T001100";"GM0197";"2013JJ00";"    1850";"    3350";"       ."
"532";"T001100";"GM0197";"2014JJ00";"    1350";"    3250";"       ."
"533";"T001100";"GM0197";"2015JJ00";"    1470";"    3140";"       ."
"534";"T001100";"GM0197";"2016JJ00";"    1520";"    3060";"       ."
"535";"T001100";"GM0197";"2017JJ00";"    1500";"    2950";"       ."
"536";"T001100";"GM0305";"2010JJ00";"    2500";"    3950";"       ."
"537";"T001100";"GM0305";"2011JJ00";"";"";""
"538";"T001100";"GM0305";"2012JJ00";"";"";""
"539";"T001100";"GM0305";"2013JJ00";"";"";""
"540";"T001100";"GM0305";"2014JJ00";"";"";""
"541";"T001100";"GM0305";"2015JJ00";"";"";""
"542";"T001100";"GM0305";"2016JJ00";"";"";""
"543";"T001100";"GM0305";"2017JJ00";"";"";""
"544";"T001100";"GM0059";"2010JJ00";"    2350";"    3150";"       ."
"545";"T001100";"GM0059";"2011JJ00";"    1850";"    3200";"       ."
"546";"T001100";"GM0059";"2012JJ00";"    1950";"    3150";"       ."
"547";"T001100";"GM0059";"2013JJ00";"    2050";"    3000";"       ."
"548";"T001100";"GM0059";"2014JJ00";"    1500";"    2900";"       ."
"549";"T001100";"GM0059";"2015JJ00";"    1620";"    2830";"       ."
"550";"T001100";"GM0059";"2016JJ00";"    1690";"    2760";"       ."
"551";"T001100";"GM0059";"2017JJ00";"    1590";"    2700";"       ."
"552";"T001100";"GM0482";"2010JJ00";"    1750";"    3200";"       ."
"553";"T001100";"GM0482";"2011JJ00";"    1350";"    3150";"       ."
"554";"T001100";"GM0482";"2012JJ00";"    1350";"    3100";"       ."
"555";"T001100";"GM0482";"2013JJ00";"    1400";"    3050";"       ."
"556";"T001100";"GM0482";"2014JJ00";"    1100";"    3000";"       ."
"557";"T001100";"GM0482";"2015JJ00";"    1180";"    2970";"       ."
"558";"T001100";"GM0482";"2016JJ00";"    1200";"    2940";"       ."
"559";"T001100";"GM0482";"2017JJ00";"    1150";"    2880";"       ."
"560";"T001100";"GM0613";"2010JJ00";"    1850";"    3650";"       ."
"561";"T001100";"GM0613";"2011JJ00";"    1400";"    3600";"       ."
"562";"T001100";"GM0613";"2012JJ00";"    1450";"    3450";"       ."
"563";"T001100";"GM0613";"2013JJ00";"    1550";"    3400";"       ."
"564";"T001100";"GM0613";"2014JJ00";"    1150";"    3300";"       ."
"565";"T001100";"GM0613";"2015JJ00";"    1250";"    3250";"       ."
"566";"T001100";"GM0613";"2016JJ00";"    1300";"    3180";"       ."
"567";"T001100";"GM0613";"2017JJ00";"    1280";"    3140";"       ."
"568";"T001100";"GM0361";"2010JJ00";"    1650";"    3000";"       ."
"569";"T001100";"GM0361";"2011JJ00";"    1300";"    2950";"       ."
"570";"T001100";"GM0361";"2012JJ00";"    1350";"    2850";"       ."
"571";"T001100";"GM0361";"2013JJ00";"    1450";"    2800";"       ."
"572";"T001100";"GM0361";"2014JJ00";"    1100";"    2700";"       ."
"573";"T001100";"GM0361";"2015JJ00";"    1180";"    2720";"       ."
"574";"T001100";"GM0361";"2016JJ00";"    1230";"    2650";"       ."
"575";"T001100";"GM0361";"2017JJ00";"    1170";"    2610";"       ."
"576";"T001100";"GM0141";"2010JJ00";"    2050";"    3350";"       ."
"577";"T001100";"GM0141";"2011JJ00";"    1650";"    3300";"       ."
"578";"T001100";"GM0141";"2012JJ00";"    1750";"    3250";"       ."
"579";"T001100";"GM0141";"2013JJ00";"    1900";"    3200";"       ."
"580";"T001100";"GM0141";"2014JJ00";"    1200";"    3100";"       ."
"581";"T001100";"GM0141";"2015JJ00";"    1320";"    3000";"       ."
"582";"T001100";"GM0141";"2016JJ00";"    1340";"    2930";"       ."
"583";"T001100";"GM0141";"2017JJ00";"    1350";"    2870";"       ."
"584";"T001100";"GM0034";"2010JJ00";"     650";"    3600";"    58.0"
"585";"T001100";"GM0034";"2011JJ00";"     500";"    3600";"    58.0"
"586";"T001100";"GM0034";"2012JJ00";"     500";"    3500";"    58.5"
"587";"T001100";"GM0034";"2013JJ00";"     550";"    3450";"    58.7"
"588";"T001100";"GM0034";"2014JJ00";"     400";"    3350";"    58.0"
"589";"T001100";"GM0034";"2015JJ00";"     440";"    3270";"    58.5"
"590";"T001100";"GM0034";"2016JJ00";"     460";"    3180";"    58.1"
"591";"T001100";"GM0034";"2017JJ00";"     440";"    3090";"    56.9"
"592";"T001100";"GM0484";"2010JJ00";"    1650";"    3300";"       ."
"593";"T001100";"GM0484";"2011JJ00";"    1300";"    3300";"       ."
"594";"T001100";"GM0484";"2012JJ00";"    1350";"    3250";"       ."
"595";"T001100";"GM0484";"2013JJ00";"    1450";"    3200";"       ."
"596";"T001100";"GM0484";"2014JJ00";"    1150";"    3100";"       ."
"597";"T001100";"GM0484";"2015JJ00";"    1240";"    3090";"       ."
"598";"T001100";"GM0484";"2016JJ00";"    1260";"    2990";"       ."
"599";"T001100";"GM0484";"2017JJ00";"    1240";"    2930";"       ."
"600";"T001100";"GM1723";"2010JJ00";"    2650";"    4200";"       ."
"601";"T001100";"GM1723";"2011JJ00";"    2050";"    4200";"       ."
"602";"T001100";"GM1723";"2012JJ00";"    2200";"    4150";"       ."
"603";"T001100";"GM1723";"2013JJ00";"    2350";"    4100";"       ."
"604";"T001100";"GM1723";"2014JJ00";"    1750";"    3900";"       ."
"605";"T001100";"GM1723";"2015JJ00";"    1790";"    3780";"       ."
"606";"T001100";"GM1723";"2016JJ00";"    1860";"    3730";"       ."
"607";"T001100";"GM1723";"2017JJ00";"    1800";"    3650";"       ."
"608";"T001100";"GM0060";"2010JJ00";"    2450";"    3400";"       ."
"609";"T001100";"GM0060";"2011JJ00";"    1950";"    3550";"       ."
"610";"T001100";"GM0060";"2012JJ00";"    2150";"    3550";"       ."
"611";"T001100";"GM0060";"2013JJ00";"    2250";"    3650";"       ."
"612";"T001100";"GM0060";"2014JJ00";"    1650";"    3250";"       ."
"613";"T001100";"GM0060";"2015JJ00";"    1750";"    3200";"       ."
"614";"T001100";"GM0060";"2016JJ00";"    1840";"    3060";"       ."
"615";"T001100";"GM0060";"2017JJ00";"    1720";"    2980";"       ."
"616";"T001100";"GM0307";"2010JJ00";"    1650";"    3200";"       ."
"617";"T001100";"GM0307";"2011JJ00";"    1300";"    3200";"       ."
"618";"T001100";"GM0307";"2012JJ00";"    1350";"    3100";"     5.6"
"619";"T001100";"GM0307";"2013JJ00";"    1450";"    3050";"     5.0"
"620";"T001100";"GM0307";"2014JJ00";"    1050";"    2900";"       ."
"621";"T001100";"GM0307";"2015JJ00";"    1140";"    2910";"     5.0"
"622";"T001100";"GM0307";"2016JJ00";"    1170";"    2850";"     5.2"
"623";"T001100";"GM0307";"2017JJ00";"    1130";"    2810";"     5.1"
"624";"T001100";"GM0362";"2010JJ00";"    1800";"    3100";"       ."
"625";"T001100";"GM0362";"2011JJ00";"    1400";"    3150";"       ."
"626";"T001100";"GM0362";"2012JJ00";"    1500";"    3100";"       ."
"627";"T001100";"GM0362";"2013JJ00";"    1550";"    3100";"       ."
"628";"T001100";"GM0362";"2014JJ00";"    1150";"    3000";"       ."
"629";"T001100";"GM0362";"2015JJ00";"    1150";"    2930";"     6.8"
"630";"T001100";"GM0362";"2016JJ00";"    1210";"    2890";"     6.7"
"631";"T001100";"GM0362";"2017JJ00";"    1180";"    2910";"     7.1"
"632";"T001100";"GM0363";"2010JJ00";"    1300";"    2350";"     5.0"
"633";"T001100";"GM0363";"2011JJ00";"    1000";"    2350";"     6.0"
"634";"T001100";"GM0363";"2012JJ00";"    1050";"    2350";"     7.4"
"635";"T001100";"GM0363";"2013JJ00";"    1150";"    2300";"     7.1"
"636";"T001100";"GM0363";"2014JJ00";"     850";"    2250";"     7.0"
"637";"T001100";"GM0363";"2015JJ00";"     870";"    2230";"     9.7"
"638";"T001100";"GM0363";"2016JJ00";"     900";"    2210";"    10.1"
"639";"T001100";"GM0363";"2017JJ00";"     850";"    2160";"    10.8"
"640";"T001100";"GM0364";"2010JJ00";"    2150";"    3750";"       ."
"641";"T001100";"GM0364";"2011JJ00";"";"";""
"642";"T001100";"GM0364";"2012JJ00";"";"";""
"643";"T001100";"GM0364";"2013JJ00";"";"";""
"644";"T001100";"GM0364";"2014JJ00";"";"";""
"645";"T001100";"GM0364";"2015JJ00";"";"";""
"646";"T001100";"GM0364";"2016JJ00";"";"";""
"647";"T001100";"GM0364";"2017JJ00";"";"";""
"648";"T001100";"GM0366";"2010JJ00";"    2100";"    3800";"       ."
"649";"T001100";"GM0366";"2011JJ00";"    1650";"    3800";"       ."
"650";"T001100";"GM0366";"2012JJ00";"";"";""
"651";"T001100";"GM0366";"2013JJ00";"";"";""
"652";"T001100";"GM0366";"2014JJ00";"";"";""
"653";"T001100";"GM0366";"2015JJ00";"";"";""
"654";"T001100";"GM0366";"2016JJ00";"";"";""
"655";"T001100";"GM0366";"2017JJ00";"";"";""
"656";"T001100";"GM0200";"2010JJ00";"    2000";"    3350";"       ."
"657";"T001100";"GM0200";"2011JJ00";"    1550";"    3350";"       ."
"658";"T001100";"GM0200";"2012JJ00";"    1650";"    3250";"       ."
"659";"T001100";"GM0200";"2013JJ00";"    1750";"    3200";"       ."
"660";"T001100";"GM0200";"2014JJ00";"    1250";"    3150";"       ."
"661";"T001100";"GM0200";"2015JJ00";"    1380";"    3100";"       ."
"662";"T001100";"GM0200";"2016JJ00";"    1440";"    2960";"       ."
"663";"T001100";"GM0200";"2017JJ00";"    1380";"    2890";"       ."
"664";"T001100";"GM0003";"2010JJ00";"    2050";"    3000";"       ."
"665";"T001100";"GM0003";"2011JJ00";"    1600";"    2950";"       ."
"666";"T001100";"GM0003";"2012JJ00";"    1750";"    2950";"       ."
"667";"T001100";"GM0003";"2013JJ00";"    1800";"    2850";"       ."
"668";"T001100";"GM0003";"2014JJ00";"    1350";"    2700";"       ."
"669";"T001100";"GM0003";"2015JJ00";"    1450";"    2660";"       ."
"670";"T001100";"GM0003";"2016JJ00";"    1500";"    2550";"       ."
"671";"T001100";"GM0003";"2017JJ00";"    1400";"    2460";"       ."
"672";"T001100";"GM0202";"2010JJ00";"    1600";"    2850";"       ."
"673";"T001100";"GM0202";"2011JJ00";"    1250";"    2850";"       ."
"674";"T001100";"GM0202";"2012JJ00";"    1300";"    2850";"     5.9"
"675";"T001100";"GM0202";"2013JJ00";"    1400";"    2800";"     5.7"
"676";"T001100";"GM0202";"2014JJ00";"    1050";"    2700";"     6.0"
"677";"T001100";"GM0202";"2015JJ00";"    1110";"    2670";"     7.3"
"678";"T001100";"GM0202";"2016JJ00";"    1150";"    2600";"     7.3"
"679";"T001100";"GM0202";"2017JJ00";"    1110";"    2540";"     7.4"
"680";"T001100";"GM0106";"2010JJ00";"    1950";"    3150";"       ."
"681";"T001100";"GM0106";"2011JJ00";"    1550";"    3150";"       ."
"682";"T001100";"GM0106";"2012JJ00";"    1650";"    3100";"       ."
"683";"T001100";"GM0106";"2013JJ00";"    1700";"    3050";"       ."
"684";"T001100";"GM0106";"2014JJ00";"    1300";"    2900";"       ."
"685";"T001100";"GM0106";"2015JJ00";"    1380";"    2800";"       ."
"686";"T001100";"GM0106";"2016JJ00";"    1420";"    2730";"       ."
"687";"T001100";"GM0106";"2017JJ00";"    1350";"    2660";"       ."
"688";"T001100";"GM0743";"2010JJ00";"    2250";"    4050";"       ."
"689";"T001100";"GM0743";"2011JJ00";"    1800";"    4100";"       ."
"690";"T001100";"GM0743";"2012JJ00";"    1850";"    4050";"       ."
"691";"T001100";"GM0743";"2013JJ00";"    1950";"    3950";"       ."
"692";"T001100";"GM0743";"2014JJ00";"    1450";"    3800";"       ."
"693";"T001100";"GM0743";"2015JJ00";"    1570";"    3740";"       ."
"694";"T001100";"GM0743";"2016JJ00";"    1620";"    3660";"       ."
"695";"T001100";"GM0743";"2017JJ00";"    1580";"    3560";"       ."
"696";"T001100";"GM0744";"2010JJ00";"    2600";"    4000";"       ."
"697";"T001100";"GM0744";"2011JJ00";"    1950";"    4000";"       ."
"698";"T001100";"GM0744";"2012JJ00";"    2050";"    3850";"       ."
"699";"T001100";"GM0744";"2013JJ00";"    2200";"    3850";"       ."
"700";"T001100";"GM0744";"2014JJ00";"    1600";"    3800";"       ."
"701";"T001100";"GM0744";"2015JJ00";"    1800";"    3590";"       ."
"702";"T001100";"GM0744";"2016JJ00";"    1750";"    3490";"       ."
"703";"T001100";"GM0744";"2017JJ00";"    1710";"    3530";"       ."
"704";"T001100";"GM0308";"2010JJ00";"    2400";"    3450";"       ."
"705";"T001100";"GM0308";"2011JJ00";"    1800";"    3350";"       ."
"706";"T001100";"GM0308";"2012JJ00";"    1900";"    3300";"       ."
"707";"T001100";"GM0308";"2013JJ00";"    2050";"    3250";"       ."
"708";"T001100";"GM0308";"2014JJ00";"    1450";"    3050";"       ."
"709";"T001100";"GM0308";"2015JJ00";"    1630";"    3090";"       ."
"710";"T001100";"GM0308";"2016JJ00";"    1660";"    3000";"       ."
"711";"T001100";"GM0308";"2017JJ00";"    1640";"    2980";"       ."
"712";"T001100";"GM0489";"2010JJ00";"    1600";"    3650";"       ."
"713";"T001100";"GM0489";"2011JJ00";"    1250";"    3650";"       ."
"714";"T001100";"GM0489";"2012JJ00";"    1350";"    3600";"       ."
"715";"T001100";"GM0489";"2013JJ00";"    1400";"    3600";"       ."
"716";"T001100";"GM0489";"2014JJ00";"    1050";"    3450";"       ."
"717";"T001100";"GM0489";"2015JJ00";"    1140";"    3420";"     4.2"
"718";"T001100";"GM0489";"2016JJ00";"    1210";"    3360";"     4.2"
"719";"T001100";"GM0489";"2017JJ00";"    1180";"    3310";"     4.2"
"720";"T001100";"GM0203";"2010JJ00";"    2300";"    3850";"       ."
"721";"T001100";"GM0203";"2011JJ00";"    1800";"    3850";"       ."
"722";"T001100";"GM0203";"2012JJ00";"    1950";"    3850";"       ."
"723";"T001100";"GM0203";"2013JJ00";"    2050";"    3750";"       ."
"724";"T001100";"GM0203";"2014JJ00";"    1500";"    3600";"       ."
"725";"T001100";"GM0203";"2015JJ00";"    1570";"    3510";"       ."
"726";"T001100";"GM0203";"2016JJ00";"    1660";"    3420";"       ."
"727";"T001100";"GM0203";"2017JJ00";"    1580";"    3330";"       ."
"728";"T001100";"GM0005";"2010JJ00";"    2300";"    3300";"       ."
"729";"T001100";"GM0005";"2011JJ00";"    1850";"    3250";"       ."
"730";"T001100";"GM0005";"2012JJ00";"    1950";"    3200";"       ."
"731";"T001100";"GM0005";"2013JJ00";"    2050";"    3150";"       ."
"732";"T001100";"GM0005";"2014JJ00";"    1550";"    3000";"       ."
"733";"T001100";"GM0005";"2015JJ00";"    1600";"    2880";"       ."
"734";"T001100";"GM0005";"2016JJ00";"    1670";"    2720";"       ."
"735";"T001100";"GM0005";"2017JJ00";"    1540";"    2580";"       ."
"736";"T001100";"GM0888";"2010JJ00";"    2400";"    3750";"       ."
"737";"T001100";"GM0888";"2011JJ00";"    1750";"    3600";"       ."
"738";"T001100";"GM0888";"2012JJ00";"    1900";"    3600";"       ."
"739";"T001100";"GM0888";"2013JJ00";"    2000";"    3500";"       ."
"740";"T001100";"GM0888";"2014JJ00";"    1450";"    3350";"       ."
"741";"T001100";"GM0888";"2015JJ00";"    1570";"    3300";"       ."
"742";"T001100";"GM0888";"2016JJ00";"    1700";"    3230";"       ."
"743";"T001100";"GM0888";"2017JJ00";"    1600";"    3140";"       ."
"744";"T001100";"GM0370";"2010JJ00";"    2400";"    3800";"       ."
"745";"T001100";"GM0370";"2011JJ00";"    1950";"    3800";"       ."
"746";"T001100";"GM0370";"2012JJ00";"    2000";"    3700";"       ."
"747";"T001100";"GM0370";"2013JJ00";"    2150";"    3600";"       ."
"748";"T001100";"GM0370";"2014JJ00";"    1600";"    3450";"       ."
"749";"T001100";"GM0370";"2015JJ00";"    1610";"    3240";"       ."
"750";"T001100";"GM0370";"2016JJ00";"    1670";"    3190";"       ."
"751";"T001100";"GM0370";"2017JJ00";"    1640";"    3270";"       ."
"752";"T001100";"GM0889";"2010JJ00";"    2100";"    3850";"       ."
"753";"T001100";"GM0889";"2011JJ00";"    1600";"    3750";"       ."
"754";"T001100";"GM0889";"2012JJ00";"    1700";"    3700";"       ."
"755";"T001100";"GM0889";"2013JJ00";"    1850";"    3650";"       ."
"756";"T001100";"GM0889";"2014JJ00";"    1350";"    3500";"       ."
"757";"T001100";"GM0889";"2015JJ00";"    1460";"    3430";"     3.2"
"758";"T001100";"GM0889";"2016JJ00";"    1550";"    3410";"     3.2"
"759";"T001100";"GM0889";"2017JJ00";"    1460";"    3390";"     3.2"
"760";"T001100";"GM0007";"2010JJ00";"    2700";"    3650";"       ."
"761";"T001100";"GM0007";"2011JJ00";"    2150";"    3650";"       ."
"762";"T001100";"GM0007";"2012JJ00";"    2300";"    3600";"       ."
"763";"T001100";"GM0007";"2013JJ00";"    2400";"    3550";"       ."
"764";"T001100";"GM0007";"2014JJ00";"    1800";"    3400";"       ."
"765";"T001100";"GM0007";"2015JJ00";"    1890";"    3280";"       ."
"766";"T001100";"GM0007";"2016JJ00";"    2020";"    3220";"       ."
"767";"T001100";"GM0007";"2017JJ00";"    1900";"    3170";"       ."
"768";"T001100";"GM1945";"2010JJ00";"";"";""
"769";"T001100";"GM1945";"2011JJ00";"";"";""
"770";"T001100";"GM1945";"2012JJ00";"";"";""
"771";"T001100";"GM1945";"2013JJ00";"";"";""
"772";"T001100";"GM1945";"2014JJ00";"";"";""
"773";"T001100";"GM1945";"2015JJ00";"";"";""
"774";"T001100";"GM1945";"2016JJ00";"    1580";"    3170";"       ."
"775";"T001100";"GM1945";"2017JJ00";"    1520";"    3090";"       ."
"776";"T001100";"GM0491";"2010JJ00";"    2100";"    3650";"       ."
"777";"T001100";"GM0491";"2011JJ00";"    1650";"    3600";"       ."
